                      OLS Regression Results                     
Dep. Variable:   ,hyper           ,  R-squared:         ,   1.000
Model:           ,OLS             ,  Adj. R-squared:    ,     nan
Method:          ,Least Squares   ,  F-statistic:       ,     nan
Date:            ,Mon, 04 Mar 2024,  Prob (F-statistic):,   nan  
Time:            ,10:54:44        ,  Log-Likelihood:    ,  1953.5
No. Observations:,    63          ,  AIC:               ,  -3781.
Df Residuals:    ,     0          ,  BIC:               ,  -3646.
Df Model:        ,    62          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
                                                                          ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
behavior_activity-level_LEFT                                              ,   -0.6025,      inf,       -0,   nan,      nan,      nan
behavior_activity-level_RIGHT                                             ,    6.7213,      inf,        0,   nan,      nan,      nan
behavior_anger-management_LEFT                                            ,   -5.3749,      inf,       -0,   nan,      nan,      nan
behavior_anger-management_RIGHT                                           ,    0.2889,      inf,        0,   nan,      nan,      nan
behavior_assertiveness_LEFT                                               ,    3.6170,      inf,        0,   nan,      nan,      nan
behavior_assertiveness_RIGHT                                              ,    1.7541,      inf,        0,   nan,      nan,      nan
behavior_compliance_LEFT                                                  ,   -3.1605,      inf,       -0,   nan,      nan,      nan
behavior_compliance_RIGHT                                                 ,    2.1842,      inf,        0,   nan,      nan,      nan
behavior_habits-routines_LEFT                                             ,   -2.4703,      inf,       -0,   nan,      nan,      nan
behavior_habits-routines_RIGHT                                            ,   -2.6462,      inf,       -0,   nan,      nan,      nan
behavior_obsessive-thoughts_LEFT                                          ,    2.8419,      inf,        0,   nan,      nan,      nan
behavior_obsessive-thoughts_RIGHT                                         ,   -4.5789,      inf,       -0,   nan,      nan,      nan
behavior_play_LEFT                                                        ,   -0.1976,      inf,       -0,   nan,      nan,      nan
behavior_play_RIGHT                                                       ,    1.6883,      inf,        0,   nan,      nan,      nan
behavior_risk-taking_LEFT                                                 ,    5.7353,      inf,        0,   nan,      nan,      nan
behavior_risk-taking_RIGHT                                                ,   -3.6098,      inf,       -0,   nan,      nan,      nan
behavior_self-control_LEFT                                                ,    2.2660,      inf,        0,   nan,      nan,      nan
behavior_self-control_RIGHT                                               ,    9.5258,      inf,        0,   nan,      nan,      nan
cognition_abstract-thinking_LEFT                                          ,    2.4157,      inf,        0,   nan,      nan,      nan
cognition_abstract-thinking_RIGHT                                         ,    0.0522,      inf,        0,   nan,      nan,      nan
cognition_attention-concentration_LEFT                                    ,    4.8995,      inf,        0,   nan,      nan,      nan
cognition_attention-concentration_RIGHT                                   ,    1.1329,      inf,        0,   nan,      nan,      nan
cognition_memory-recall_LEFT                                              ,    2.3657,      inf,        0,   nan,      nan,      nan
cognition_memory-recall_RIGHT                                             ,    1.6717,      inf,        0,   nan,      nan,      nan
cognition_planning-and-organization_LEFT                                  ,    4.7252,      inf,        0,   nan,      nan,      nan
cognition_planning-and-organization_RIGHT                                 ,   -1.1382,      inf,       -0,   nan,      nan,      nan
cognition_self-image_LEFT                                                 ,   -1.1321,      inf,       -0,   nan,      nan,      nan
cognition_self-image_RIGHT                                                ,    2.5795,      inf,        0,   nan,      nan,      nan
cognition_task-completion_LEFT                                            ,    3.6187,      inf,        0,   nan,      nan,      nan
cognition_task-completion_RIGHT                                           ,    0.8966,      inf,        0,   nan,      nan,      nan
cognition_thinking-speed_LEFT                                             ,    2.3180,      inf,        0,   nan,      nan,      nan
cognition_thinking-speed_RIGHT                                            ,    5.6533,      inf,        0,   nan,      nan,      nan
communication_expressive-language_LEFT                                    ,   -2.1209,      inf,       -0,   nan,      nan,      nan
communication_expressive-language_RIGHT                                   ,   -2.3154,      inf,       -0,   nan,      nan,      nan
communication_receptive-language_LEFT                                     ,    4.1783,      inf,        0,   nan,      nan,      nan
communication_receptive-language_RIGHT                                    ,    1.3886,      inf,        0,   nan,      nan,      nan
communication_speech-quality_LEFT                                         ,   -5.2274,      inf,       -0,   nan,      nan,      nan
communication_speech-quality_RIGHT                                        ,    5.4384,      inf,        0,   nan,      nan,      nan
